Date,Time,Location,Humidity,MaxTemp,Rainfall
16/05/2017,5:00:00,LUSAKA CITY AIRPOR,65,25,0
17/05/2017,6:00:00,LUSAKA CITY AIRPOR,66,25.1,0
18/05/2017,7:00:00,LUSAKA CITY AIRPOR,62,25,0
19/05/2017,8:00:00,LUSAKA CITY AIRPOR,66,24.1,0
20/05/2017,9:00:00,LUSAKA CITY AIRPOR,60,22.8,0
21/05/2017,10:00:00,LUSAKA CITY AIRPOR,64,23.3,0
22/05/2017,11:00:00,LUSAKA CITY AIRPOR,63,24.8,0
23/05/2017,12:00:00,LUSAKA CITY AIRPOR,62,25.5,0
24/05/2017,13:00:00,LUSAKA CITY AIRPOR,56,26.6,0
25/05/2017,14:00:00,LUSAKA CITY AIRPOR,46,25.1,0
26/05/2017,15:00:00,LUSAKA CITY AIRPOR,50,28,0
27/05/2017,16:00:00,LUSAKA CITY AIRPOR,42,28.5,0
28/05/2017,17:00:00,LUSAKA CITY AIRPOR,32,27.3,0
29/05/2017,18:00:00,LUSAKA CITY AIRPOR,60,24.3,0
30/05/2017,19:00:00,LUSAKA CITY AIRPOR,63,23.9,0
31/05/2017,20:00:00,LUSAKA CITY AIRPOR,72,20.5,0
01/06/2017,21:00:00,LUSAKA CITY AIRPOR,59,23.7,0
02/06/2017,22:00:00,LUSAKA CITY AIRPOR,56,25.9,0
03/06/2017,23:00:00,LUSAKA CITY AIRPOR,52,24.8,0
04/06/2017,0:00:00,LUSAKA CITY AIRPOR,53,25.7,0
05/06/2017,1:00:00,LUSAKA CITY AIRPOR,53,25.1,0
06/06/2017,2:00:00,LUSAKA CITY AIRPOR,47,23.9,0
07/06/2017,3:00:00,LUSAKA CITY AIRPOR,51,23.4,0
08/06/2017,4:00:00,LUSAKA CITY AIRPOR,47,24.4,0
09/06/2017,5:00:00,LUSAKA CITY AIRPOR,46,24.4,0
10/06/2017,6:00:00,LUSAKA CITY AIRPOR,52,23,0
11/06/2017,7:00:00,LUSAKA CITY AIRPOR,71,22.5,0
12/06/2017,8:00:00,LUSAKA CITY AIRPOR,57,24.1,0
13/06/2017,9:00:00,LUSAKA CITY AIRPOR,57,25.1,0
14/06/2017,10:00:00,LUSAKA CITY AIRPOR,61,26,0
15/06/2017,11:00:00,LUSAKA CITY AIRPOR,59,25.7,0
16/06/2017,12:00:00,LUSAKA CITY AIRPOR,51,24.9,0
17/06/2017,13:00:00,LUSAKA CITY AIRPOR,62,23.5,0
18/06/2017,14:00:00,LUSAKA CITY AIRPOR,63,23.9,0
19/06/2017,15:00:00,LUSAKA CITY AIRPOR,57,23.4,0
20/06/2017,16:00:00,LUSAKA CITY AIRPOR,53,23,0
21/06/2017,17:00:00,LUSAKA CITY AIRPOR,54,21.1,0
22/06/2017,18:00:00,LUSAKA CITY AIRPOR,57,20.1,0
23/06/2017,19:00:00,LUSAKA CITY AIRPOR,45,22.7,0
24/06/2017,20:00:00,LUSAKA CITY AIRPOR,51,23.6,0
25/06/2017,21:00:00,LUSAKA CITY AIRPOR,53,23,0
26/06/2017,22:00:00,LUSAKA CITY AIRPOR,66,23.6,0
27/06/2017,23:00:00,LUSAKA CITY AIRPOR,72,22.2,0
28/06/2017,0:00:00,LUSAKA CITY AIRPOR,69,21.2,0
29/06/2017,1:00:00,LUSAKA CITY AIRPOR,59,24.1,0
30/06/2017,2:00:00,LUSAKA CITY AIRPOR,61,23.7,0
01/07/2017,3:00:00,LUSAKA CITY AIRPOR,57,23.4,0
02/07/2017,4:00:00,LUSAKA CITY AIRPOR,55,21.8,0
03/07/2017,5:00:00,LUSAKA CITY AIRPOR,54,22.6,0
04/07/2017,6:00:00,LUSAKA CITY AIRPOR,60,22.4,0
05/07/2017,7:00:00,LUSAKA CITY AIRPOR,68,21,0
06/07/2017,8:00:00,LUSAKA CITY AIRPOR,56,21,0
07/07/2017,9:00:00,LUSAKA CITY AIRPOR,71,22.1,0
08/07/2017,10:00:00,LUSAKA CITY AIRPOR,65,20.8,0
09/07/2017,11:00:00,LUSAKA CITY AIRPOR,58,24.3,0
10/07/2017,12:00:00,LUSAKA CITY AIRPOR,50,25.1,0
11/07/2017,13:00:00,LUSAKA CITY AIRPOR,49,23.9,0
12/07/2017,14:00:00,LUSAKA CITY AIRPOR,52,24.2,0
13/07/2017,15:00:00,LUSAKA CITY AIRPOR,56,23.8,0
14/07/2017,16:00:00,LUSAKA CITY AIRPOR,52,22.3,0
15/07/2017,17:00:00,LUSAKA CITY AIRPOR,53,23.4,0
16/07/2017,18:00:00,LUSAKA CITY AIRPOR,48,23,0
17/07/2017,19:00:00,LUSAKA CITY AIRPOR,39,26.3,0
18/07/2017,20:00:00,LUSAKA CITY AIRPOR,56,26.9,0
19/07/2017,21:00:00,LUSAKA CITY AIRPOR,56,24.7,0
20/07/2017,22:00:00,LUSAKA CITY AIRPOR,62,23.3,0
21/07/2017,23:00:00,LUSAKA CITY AIRPOR,58,28,0
22/07/2017,0:00:00,LUSAKA CITY AIRPOR,42,23.5,0
23/07/2017,1:00:00,LUSAKA CITY AIRPOR,33,24,0
24/07/2017,2:00:00,LUSAKA CITY AIRPOR,37,24.8,0
25/07/2017,3:00:00,LUSAKA CITY AIRPOR,50,25.2,0
26/07/2017,4:00:00,LUSAKA CITY AIRPOR,36,21.9,0
27/07/2017,5:00:00,LUSAKA CITY AIRPOR,41,20.5,0
28/07/2017,6:00:00,LUSAKA CITY AIRPOR,58,20.9,0
29/07/2017,7:00:00,LUSAKA CITY AIRPOR,56,19.1,0
30/07/2017,8:00:00,LUSAKA CITY AIRPOR,50,20.4,0
31/07/2017,9:00:00,LUSAKA CITY AIRPOR,55,21,0
01/08/2017,10:00:00,LUSAKA CITY AIRPOR,65,22,0
02/08/2017,11:00:00,LUSAKA CITY AIRPOR,70,22.9,0
03/08/2017,12:00:00,LUSAKA CITY AIRPOR,52,20.1,0
04/08/2017,13:00:00,LUSAKA CITY AIRPOR,46,22.1,0
05/08/2017,14:00:00,LUSAKA CITY AIRPOR,42,22.1,0
06/08/2017,15:00:00,LUSAKA CITY AIRPOR,46,24,0
07/08/2017,16:00:00,LUSAKA CITY AIRPOR,29,24.2,0
08/08/2017,17:00:00,LUSAKA CITY AIRPOR,46,24.2,0
09/08/2017,18:00:00,LUSAKA CITY AIRPOR,48,23,0
10/08/2017,19:00:00,LUSAKA CITY AIRPOR,48,21.9,0
11/08/2017,20:00:00,LUSAKA CITY AIRPOR,47,22.6,0
12/08/2017,21:00:00,LUSAKA CITY AIRPOR,41,24.6,0
13/08/2017,22:00:00,LUSAKA CITY AIRPOR,36,24,0
14/08/2017,23:00:00,LUSAKA CITY AIRPOR,40,25.4,0
15/08/2017,0:00:00,LUSAKA CITY AIRPOR,40,25.2,0
16/08/2017,1:00:00,LUSAKA CITY AIRPOR,32,25.4,0
17/08/2017,2:00:00,LUSAKA CITY AIRPOR,32,25.9,0
18/08/2017,3:00:00,LUSAKA CITY AIRPOR,32,27,0
19/08/2017,4:00:00,LUSAKA CITY AIRPOR,58,28.8,0
20/08/2017,5:00:00,LUSAKA CITY AIRPOR,48,23.6,0
21/08/2017,6:00:00,LUSAKA CITY AIRPOR,51,24.4,0
22/08/2017,7:00:00,LUSAKA CITY AIRPOR,39,23.7,0
23/08/2017,8:00:00,LUSAKA CITY AIRPOR,32,25.8,0
24/08/2017,9:00:00,LUSAKA CITY AIRPOR,27,29.1,0
25/08/2017,10:00:00,LUSAKA CITY AIRPOR,25,30.4,0
26/08/2017,11:00:00,LUSAKA CITY AIRPOR,35,30,0
27/08/2017,12:00:00,LUSAKA CITY AIRPOR,45,28,0
28/08/2017,13:00:00,LUSAKA CITY AIRPOR,45,26.6,0
29/08/2017,14:00:00,LUSAKA CITY AIRPOR,48,25.6,0
30/08/2017,15:00:00,LUSAKA CITY AIRPOR,38,25,0
31/08/2017,16:00:00,LUSAKA CITY AIRPOR,29,27.4,0
01/09/2017,17:00:00,LUSAKA CITY AIRPOR,33,28.3,0
02/09/2017,18:00:00,LUSAKA CITY AIRPOR,36,28.5,0
03/09/2017,19:00:00,LUSAKA CITY AIRPOR,52,27.2,0
04/09/2017,20:00:00,LUSAKA CITY AIRPOR,45,25,0
05/09/2017,21:00:00,LUSAKA CITY AIRPOR,47,25.7,0
06/09/2017,22:00:00,LUSAKA CITY AIRPOR,46,26.7,0
07/09/2017,23:00:00,LUSAKA CITY AIRPOR,39,28.4,0
08/09/2017,0:00:00,LUSAKA CITY AIRPOR,37,28.7,0
09/09/2017,1:00:00,LUSAKA CITY AIRPOR,37,27.8,0
10/09/2017,2:00:00,LUSAKA CITY AIRPOR,37,23.7,0
11/09/2017,3:00:00,LUSAKA CITY AIRPOR,42,29.9,0
12/09/2017,4:00:00,LUSAKA CITY AIRPOR,40,29.8,0
13/09/2017,5:00:00,LUSAKA CITY AIRPOR,32,29.2,0
14/09/2017,6:00:00,LUSAKA CITY AIRPOR,33,33.5,0
15/09/2017,7:00:00,LUSAKA CITY AIRPOR,32,31.1,0
16/09/2017,8:00:00,LUSAKA CITY AIRPOR,39,29.8,0
17/09/2017,9:00:00,LUSAKA CITY AIRPOR,21,30,0
18/09/2017,10:00:00,LUSAKA CITY AIRPOR,21,32.2,0
19/09/2017,11:00:00,LUSAKA CITY AIRPOR,34,31.1,0
20/09/2017,12:00:00,LUSAKA CITY AIRPOR,43,31.2,0
21/09/2017,13:00:00,LUSAKA CITY AIRPOR,50,31,0
22/09/2017,14:00:00,LUSAKA CITY AIRPOR,44,29.5,0
23/09/2017,15:00:00,LUSAKA CITY AIRPOR,30,29,0
24/09/2017,16:00:00,LUSAKA CITY AIRPOR,29,32,0
25/09/2017,17:00:00,LUSAKA CITY AIRPOR,42,30.7,0
26/09/2017,18:00:00,LUSAKA CITY AIRPOR,28,31.1,0
27/09/2017,19:00:00,LUSAKA CITY AIRPOR,43,34,0
28/09/2017,20:00:00,LUSAKA CITY AIRPOR,31,32,0
29/09/2017,21:00:00,LUSAKA CITY AIRPOR,55,31.2,0
30/09/2017,22:00:00,LUSAKA CITY AIRPOR,47,28,0
01/10/2017,23:00:00,LUSAKA CITY AIRPOR,40,29.5,0
02/10/2017,0:00:00,LUSAKA CITY AIRPOR,43,31.5,0
03/10/2017,1:00:00,LUSAKA CITY AIRPOR,44,31,0
04/10/2017,2:00:00,LUSAKA CITY AIRPOR,43,31.8,0
05/10/2017,3:00:00,LUSAKA CITY AIRPOR,36,31.5,0
06/10/2017,4:00:00,LUSAKA CITY AIRPOR,40,32.7,0
07/10/2017,5:00:00,LUSAKA CITY AIRPOR,39,34,0
08/10/2017,6:00:00,LUSAKA CITY AIRPOR,37,32,1.5
09/10/2017,7:00:00,LUSAKA CITY AIRPOR,63,32.7,0
10/10/2017,8:00:00,LUSAKA CITY AIRPOR,66,25.9,0
11/10/2017,9:00:00,LUSAKA CITY AIRPOR,37,30,0
12/10/2017,10:00:00,LUSAKA CITY AIRPOR,51,34.9,0
13/10/2017,11:00:00,LUSAKA CITY AIRPOR,38,31.1,0
14/10/2017,12:00:00,LUSAKA CITY AIRPOR,36,31.3,0
15/10/2017,13:00:00,LUSAKA CITY AIRPOR,28,29.8,0
16/10/2017,14:00:00,LUSAKA CITY AIRPOR,,36.1,0
17/10/2017,15:00:00,LUSAKA CITY AIRPOR,,35.5,0
18/10/2017,16:00:00,LUSAKA CITY AIRPOR,,35,0
19/10/2017,17:00:00,LUSAKA CITY AIRPOR,46,37,0
20/10/2017,18:00:00,LUSAKA CITY AIRPOR,33,33.2,0
21/10/2017,19:00:00,LUSAKA CITY AIRPOR,31,35,0
22/10/2017,20:00:00,LUSAKA CITY AIRPOR,45,34,0
23/10/2017,21:00:00,LUSAKA CITY AIRPOR,43,32.1,0
24/10/2017,22:00:00,LUSAKA CITY AIRPOR,32,31.9,0
25/10/2017,23:00:00,LUSAKA CITY AIRPOR,29,33.2,0
26/10/2017,0:00:00,LUSAKA CITY AIRPOR,25,31.4,0
27/10/2017,1:00:00,LUSAKA CITY AIRPOR,43,36,5.5
28/10/2017,2:00:00,LUSAKA CITY AIRPOR,97,,5
29/10/2017,3:00:00,LUSAKA CITY AIRPOR,81,20,0
30/10/2017,4:00:00,LUSAKA CITY AIRPOR,72,20,0
31/10/2017,5:00:00,LUSAKA CITY AIRPOR,42,21.1,0
01/11/2017,6:00:00,LUSAKA CITY AIRPOR,48,28.1,0
02/11/2017,7:00:00,LUSAKA CITY AIRPOR,48,30,0
03/11/2017,8:00:00,LUSAKA CITY AIRPOR,36,31,0
04/11/2017,9:00:00,LUSAKA CITY AIRPOR,32,30,0
05/11/2017,10:00:00,LUSAKA CITY AIRPOR,30,31,0
06/11/2017,11:00:00,LUSAKA CITY AIRPOR,35,31,0
07/11/2017,12:00:00,LUSAKA CITY AIRPOR,28,31.6,0
08/11/2017,13:00:00,LUSAKA CITY AIRPOR,44,32.5,0
09/11/2017,14:00:00,LUSAKA CITY AIRPOR,70,33,0
10/11/2017,15:00:00,LUSAKA CITY AIRPOR,72,26,0
11/11/2017,16:00:00,LUSAKA CITY AIRPOR,66,25,6
12/11/2017,17:00:00,LUSAKA CITY AIRPOR,65,27.2,0.5
13/11/2017,18:00:00,LUSAKA CITY AIRPOR,54,27.8,0
14/11/2017,19:00:00,LUSAKA CITY AIRPOR,71,30.1,1
15/11/2017,20:00:00,LUSAKA CITY AIRPOR,80,26.9,9.4
16/11/2017,21:00:00,LUSAKA CITY AIRPOR,69,24.1,4
17/11/2017,22:00:00,LUSAKA CITY AIRPOR,83,27.3,0
18/11/2017,23:00:00,LUSAKA CITY AIRPOR,74,24,0
19/11/2017,0:00:00,LUSAKA CITY AIRPOR,61,25.2,0
20/11/2017,1:00:00,LUSAKA CITY AIRPOR,51,28,0
21/11/2017,2:00:00,LUSAKA CITY AIRPOR,62,30.4,0
22/11/2017,3:00:00,LUSAKA CITY AIRPOR,53,29.7,3.5
23/11/2017,4:00:00,LUSAKA CITY AIRPOR,79,30.2,1.3
24/11/2017,5:00:00,LUSAKA CITY AIRPOR,75,26.3,0.5
25/11/2017,6:00:00,LUSAKA CITY AIRPOR,78,25.5,0
26/11/2017,7:00:00,LUSAKA CITY AIRPOR,84,25,12.7
27/11/2017,8:00:00,LUSAKA CITY AIRPOR,75,23.1,0
28/11/2017,9:00:00,LUSAKA CITY AIRPOR,74,23.3,0
29/11/2017,10:00:00,LUSAKA CITY AIRPOR,81,26.4,0
30/11/2017,11:00:00,LUSAKA CITY AIRPOR,47,,0
01/12/2017,12:00:00,LUSAKA CITY AIRPOR,,29.9,0
02/12/2017,13:00:00,LUSAKA CITY AIRPOR,,31,0
03/12/2017,14:00:00,LUSAKA CITY AIRPOR,,31.7,0
04/12/2017,15:00:00,LUSAKA CITY AIRPOR,,32,0
05/12/2017,16:00:00,LUSAKA CITY AIRPOR,,31.2,0
06/12/2017,17:00:00,LUSAKA CITY AIRPOR,,30.5,2.9
07/12/2017,18:00:00,LUSAKA CITY AIRPOR,,28.8,0
08/12/2017,19:00:00,LUSAKA CITY AIRPOR,,28.5,0
09/12/2017,20:00:00,LUSAKA CITY AIRPOR,,27.8,0
10/12/2017,21:00:00,LUSAKA CITY AIRPOR,,30,3.6
11/12/2017,22:00:00,LUSAKA CITY AIRPOR,,22.2,0
12/12/2017,23:00:00,LUSAKA CITY AIRPOR,,,22
13/12/2017,0:00:00,LUSAKA CITY AIRPOR,,27.2,0.5
14/12/2017,1:00:00,LUSAKA CITY AIRPOR,,28.9,0.5
15/12/2017,2:00:00,LUSAKA CITY AIRPOR,,23.6,4.4
16/12/2017,3:00:00,LUSAKA CITY AIRPOR,,22.6,0
17/12/2017,4:00:00,LUSAKA CITY AIRPOR,,27,0
18/12/2017,5:00:00,LUSAKA CITY AIRPOR,,29.3,0
19/12/2017,6:00:00,LUSAKA CITY AIRPOR,,29.9,26.8
20/12/2017,7:00:00,LUSAKA CITY AIRPOR,,28.5,3.4
21/12/2017,8:00:00,LUSAKA CITY AIRPOR,,24.9,1.1
22/12/2017,9:00:00,LUSAKA CITY AIRPOR,,29.1,0
23/12/2017,10:00:00,LUSAKA CITY AIRPOR,,29,0
24/12/2017,11:00:00,LUSAKA CITY AIRPOR,,27.8,2
25/12/2017,12:00:00,LUSAKA CITY AIRPOR,,24,0
26/12/2017,13:00:00,LUSAKA CITY AIRPOR,,28.3,73.5
27/12/2017,14:00:00,LUSAKA CITY AIRPOR,,24,3.8
28/12/2017,15:00:00,LUSAKA CITY AIRPOR,,25.2,0
29/12/2017,16:00:00,LUSAKA CITY AIRPOR,,27,0
30/12/2017,17:00:00,LUSAKA CITY AIRPOR,,26.3,0
31/12/2017,18:00:00,LUSAKA CITY AIRPOR,,28.8,0
01/01/2018,19:00:00,LUSAKA CITY AIRPOR,59,30,0
02/01/2018,20:00:00,LUSAKA CITY AIRPOR,72,28.8,18.9
03/01/2018,21:00:00,LUSAKA CITY AIRPOR,73,25.6,3
04/01/2018,22:00:00,LUSAKA CITY AIRPOR,65,24.6,0
05/01/2018,23:00:00,LUSAKA CITY AIRPOR,41,26.3,0
06/01/2018,0:00:00,LUSAKA CITY AIRPOR,30,29.2,0
07/01/2018,1:00:00,LUSAKA CITY AIRPOR,44,31.5,0
08/01/2018,2:00:00,LUSAKA CITY AIRPOR,48,31.4,0
09/01/2018,3:00:00,LUSAKA CITY AIRPOR,67,31.7,0
10/01/2018,4:00:00,LUSAKA CITY AIRPOR,78,25.5,0
11/01/2018,5:00:00,LUSAKA CITY AIRPOR,58,26.8,0
12/01/2018,6:00:00,LUSAKA CITY AIRPOR,52,26.6,0
13/01/2018,7:00:00,LUSAKA CITY AIRPOR,47,29.1,0
14/01/2018,8:00:00,LUSAKA CITY AIRPOR,55,29,0
15/01/2018,9:00:00,LUSAKA CITY AIRPOR,64,31.4,0
16/01/2018,10:00:00,LUSAKA CITY AIRPOR,65,28.8,0
17/01/2018,11:00:00,LUSAKA CITY AIRPOR,59,27.6,0
18/01/2018,12:00:00,LUSAKA CITY AIRPOR,56,28,0
19/01/2018,13:00:00,LUSAKA CITY AIRPOR,54,29.6,0
20/01/2018,14:00:00,LUSAKA CITY AIRPOR,44,29.9,0.7
21/01/2018,15:00:00,LUSAKA CITY AIRPOR,61,31.4,0
22/01/2018,16:00:00,LUSAKA CITY AIRPOR,50,30.2,0
23/01/2018,17:00:00,LUSAKA CITY AIRPOR,53,29.8,0
24/01/2018,18:00:00,LUSAKA CITY AIRPOR,62,31.6,0
25/01/2018,19:00:00,LUSAKA CITY AIRPOR,71,30.6,22.7
26/01/2018,20:00:00,LUSAKA CITY AIRPOR,61,27.5,0
27/01/2018,21:00:00,LUSAKA CITY AIRPOR,52,28.6,0
28/01/2018,22:00:00,LUSAKA CITY AIRPOR,74,30.9,0
29/01/2018,23:00:00,LUSAKA CITY AIRPOR,79,28.2,4.5
30/01/2018,0:00:00,LUSAKA CITY AIRPOR,71,25.9,0.5
31/01/2018,1:00:00,LUSAKA CITY AIRPOR,83,27.4,1.7
01/02/2018,2:00:00,LUSAKA CITY AIRPOR,77,26.2,27.9
02/02/2018,3:00:00,LUSAKA CITY AIRPOR,90,27.4,0
03/02/2018,4:00:00,LUSAKA CITY AIRPOR,75,21,3
04/02/2018,5:00:00,LUSAKA CITY AIRPOR,84,27,0
05/02/2018,6:00:00,LUSAKA CITY AIRPOR,84,25.6,17.3
06/02/2018,7:00:00,LUSAKA CITY AIRPOR,84,27.2,2.6
07/02/2018,8:00:00,LUSAKA CITY AIRPOR,92,27.3,43.5
08/02/2018,9:00:00,LUSAKA CITY AIRPOR,100,22.3,28.8
09/02/2018,10:00:00,LUSAKA CITY AIRPOR,88,19,69.5
10/02/2018,11:00:00,LUSAKA CITY AIRPOR,83,23,6.7
11/02/2018,12:00:00,LUSAKA CITY AIRPOR,70,25.8,0.5
12/02/2018,13:00:00,LUSAKA CITY AIRPOR,76,27.2,26.5
13/02/2018,14:00:00,LUSAKA CITY AIRPOR,71,27.4,0
14/02/2018,15:00:00,LUSAKA CITY AIRPOR,64,27.6,9.8
15/02/2018,16:00:00,LUSAKA CITY AIRPOR,100,26.8,0
16/02/2018,17:00:00,LUSAKA CITY AIRPOR,70,23,45.5
17/02/2018,18:00:00,LUSAKA CITY AIRPOR,77,28.2,0.3
18/02/2018,19:00:00,LUSAKA CITY AIRPOR,73,25.2,1.6
19/02/2018,20:00:00,LUSAKA CITY AIRPOR,66,28.8,1.7
20/02/2018,21:00:00,LUSAKA CITY AIRPOR,65,28.2,0
21/02/2018,22:00:00,LUSAKA CITY AIRPOR,77,29.6,0
22/02/2018,23:00:00,LUSAKA CITY AIRPOR,71,26.1,4.8
23/02/2018,0:00:00,LUSAKA CITY AIRPOR,80,27.2,0
24/02/2018,1:00:00,LUSAKA CITY AIRPOR,66,,0
25/02/2018,2:00:00,LUSAKA CITY AIRPOR,84,28.1,8.4
26/02/2018,3:00:00,LUSAKA CITY AIRPOR,86,,1.6
27/02/2018,4:00:00,LUSAKA CITY AIRPOR,85,25.8,0
28/02/2018,5:00:00,LUSAKA CITY AIRPOR,,25.6,0.6
01/03/2018,6:00:00,LUSAKA CITY AIRPOR,82,25.6,0
02/03/2018,7:00:00,LUSAKA CITY AIRPOR,79,25.9,4.2
03/03/2018,8:00:00,LUSAKA CITY AIRPOR,90,25.5,40.9
04/03/2018,9:00:00,LUSAKA CITY AIRPOR,85,25,3.1
05/03/2018,10:00:00,LUSAKA CITY AIRPOR,80,26.6,2.9
06/03/2018,11:00:00,LUSAKA CITY AIRPOR,67,26,2
07/03/2018,12:00:00,LUSAKA CITY AIRPOR,73,28.4,8.5
08/03/2018,13:00:00,LUSAKA CITY AIRPOR,56,28.2,6.4
09/03/2018,14:00:00,LUSAKA CITY AIRPOR,68,28.6,9
10/03/2018,15:00:00,LUSAKA CITY AIRPOR,81,26.4,7.4
11/03/2018,16:00:00,LUSAKA CITY AIRPOR,72,26.7,2.5
12/03/2018,17:00:00,LUSAKA CITY AIRPOR,70,27.8,0
13/03/2018,18:00:00,LUSAKA CITY AIRPOR,72,25.8,0
14/03/2018,19:00:00,LUSAKA CITY AIRPOR,81,25.8,0
15/03/2018,20:00:00,LUSAKA CITY AIRPOR,80,26,4
16/03/2018,21:00:00,LUSAKA CITY AIRPOR,70,29,0
17/03/2018,22:00:00,LUSAKA CITY AIRPOR,74,27.4,0
18/03/2018,23:00:00,LUSAKA CITY AIRPOR,62,27,0
19/03/2018,0:00:00,LUSAKA CITY AIRPOR,72,27.5,0
20/03/2018,1:00:00,LUSAKA CITY AIRPOR,71,27.8,1
21/03/2018,2:00:00,LUSAKA CITY AIRPOR,67,29.1,0
22/03/2018,3:00:00,LUSAKA CITY AIRPOR,54,29,0
23/03/2018,4:00:00,LUSAKA CITY AIRPOR,72,28.5,0.6
24/03/2018,5:00:00,LUSAKA CITY AIRPOR,81,26,4.4
25/03/2018,6:00:00,LUSAKA CITY AIRPOR,62,27.9,0
26/03/2018,7:00:00,LUSAKA CITY AIRPOR,64,29.6,0
27/03/2018,8:00:00,LUSAKA CITY AIRPOR,77,27,1.8
28/03/2018,9:00:00,LUSAKA CITY AIRPOR,73,26,0
29/03/2018,10:00:00,LUSAKA CITY AIRPOR,72,27.2,0
30/03/2018,11:00:00,LUSAKA CITY AIRPOR,63,27.8,2.6
31/03/2018,12:00:00,LUSAKA CITY AIRPOR,88,25.3,0.6
01/04/2018,13:00:00,LUSAKA CITY AIRPOR,69,26.3,0
02/04/2018,14:00:00,LUSAKA CITY AIRPOR,77,26,0
03/04/2018,15:00:00,LUSAKA CITY AIRPOR,70,26,0
04/04/2018,16:00:00,LUSAKA CITY AIRPOR,68,27.2,0
05/04/2018,17:00:00,LUSAKA CITY AIRPOR,62,28.2,3.1
06/04/2018,18:00:00,LUSAKA CITY AIRPOR,74,26.9,0
07/04/2018,19:00:00,LUSAKA CITY AIRPOR,70,28.1,0.5
08/04/2018,20:00:00,LUSAKA CITY AIRPOR,58,27.2,0
09/04/2018,21:00:00,LUSAKA CITY AIRPOR,70,25.7,0.5
10/04/2018,22:00:00,LUSAKA CITY AIRPOR,69,27.1,0
11/04/2018,23:00:00,LUSAKA CITY AIRPOR,69,27.1,3.6
12/04/2018,0:00:00,LUSAKA CITY AIRPOR,71,24,0
13/04/2018,1:00:00,LUSAKA CITY AIRPOR,81,21.2,0
14/04/2018,2:00:00,LUSAKA CITY AIRPOR,83,23.4,0.5
15/04/2018,3:00:00,LUSAKA CITY AIRPOR,68,25.2,0
16/04/2018,4:00:00,LUSAKA CITY AIRPOR,71,25,0
17/04/2018,5:00:00,LUSAKA CITY AIRPOR,64,24.6,0
18/04/2018,6:00:00,LUSAKA CITY AIRPOR,65,25,0
19/04/2018,7:00:00,LUSAKA CITY AIRPOR,55,27.5,0
20/04/2018,8:00:00,LUSAKA CITY AIRPOR,51,28,0
21/04/2018,9:00:00,LUSAKA CITY AIRPOR,53,27.5,0
22/04/2018,10:00:00,LUSAKA CITY AIRPOR,59,27.1,0
23/04/2018,11:00:00,LUSAKA CITY AIRPOR,62,27,0
24/04/2018,12:00:00,LUSAKA CITY AIRPOR,54,27,0
25/04/2018,13:00:00,LUSAKA CITY AIRPOR,51,26.1,0
26/04/2018,14:00:00,LUSAKA CITY AIRPOR,50,25.2,0
27/04/2018,15:00:00,LUSAKA CITY AIRPOR,57,25.9,0
28/04/2018,16:00:00,LUSAKA CITY AIRPOR,56,25.6,0
29/04/2018,17:00:00,LUSAKA CITY AIRPOR,52,26.2,0
30/04/2018,18:00:00,LUSAKA CITY AIRPOR,51,26.9,0
01/05/2018,19:00:00,LUSAKA CITY AIRPOR,,,0
02/05/2018,20:00:00,LUSAKA CITY AIRPOR,62,24.5,0
03/05/2018,21:00:00,LUSAKA CITY AIRPOR,65,26,0
04/05/2018,22:00:00,LUSAKA CITY AIRPOR,69,26.2,5.7
05/05/2018,23:00:00,LUSAKA CITY AIRPOR,69,26.1,0
06/05/2018,0:00:00,LUSAKA CITY AIRPOR,68,25.6,0
07/05/2018,1:00:00,LUSAKA CITY AIRPOR,60,25.2,0
08/05/2018,2:00:00,LUSAKA CITY AIRPOR,57,25.7,0
09/05/2018,3:00:00,LUSAKA CITY AIRPOR,54,25.9,0
10/05/2018,4:00:00,LUSAKA CITY AIRPOR,52,25.6,0
11/05/2018,5:00:00,LUSAKA CITY AIRPOR,54,26,0
12/05/2018,6:00:00,LUSAKA CITY AIRPOR,50,26.9,0
13/05/2018,7:00:00,LUSAKA CITY AIRPOR,54,28,0
14/05/2018,8:00:00,LUSAKA CITY AIRPOR,50,27.7,0
15/05/2018,9:00:00,LUSAKA CITY AIRPOR,49,28.2,0
16/05/2018,10:00:00,LUSAKA CITY AIRPOR,57,29.1,4.5
17/05/2018,11:00:00,LUSAKA CITY AIRPOR,80,27.1,0
18/05/2018,12:00:00,LUSAKA CITY AIRPOR,72,25,0
19/05/2018,13:00:00,LUSAKA CITY AIRPOR,59,23,0
20/05/2018,14:00:00,LUSAKA CITY AIRPOR,53,23.6,0
21/05/2018,15:00:00,LUSAKA CITY AIRPOR,54,23.9,0
22/05/2018,16:00:00,LUSAKA CITY AIRPOR,61,24.2,0
23/05/2018,17:00:00,LUSAKA CITY AIRPOR,53,23,0
24/05/2018,18:00:00,LUSAKA CITY AIRPOR,64,24.6,0
25/05/2018,19:00:00,LUSAKA CITY AIRPOR,61,21.2,0
26/05/2018,20:00:00,LUSAKA CITY AIRPOR,64,26.1,1.1
27/05/2018,21:00:00,LUSAKA CITY AIRPOR,64,25.6,0
28/05/2018,22:00:00,LUSAKA CITY AIRPOR,69,25.6,0
29/05/2018,23:00:00,LUSAKA CITY AIRPOR,60,24.5,0
30/05/2018,0:00:00,LUSAKA CITY AIRPOR,42,23.8,0
