Date,Time,Location,Humidity,MaxTemp,Rainfall
28/03/2016,6:00:00,LUSAKA CITY AIRPOR,,26.1,0
29/03/2016,7:00:00,LUSAKA CITY AIRPOR,,23,0
30/03/2016,8:00:00,LUSAKA CITY AIRPOR,,28.5,0
31/03/2016,9:00:00,LUSAKA CITY AIRPOR,,,0
01/04/2016,10:00:00,LUSAKA CITY AIRPOR,,29.1,0
02/04/2016,11:00:00,LUSAKA CITY AIRPOR,,28.3,0
03/04/2016,12:00:00,LUSAKA CITY AIRPOR,,28.6,0
04/04/2016,13:00:00,LUSAKA CITY AIRPOR,,27,0
05/04/2016,14:00:00,LUSAKA CITY AIRPOR,,25.7,0
06/04/2016,15:00:00,LUSAKA CITY AIRPOR,,25.1,0
07/04/2016,16:00:00,LUSAKA CITY AIRPOR,,25.1,0
08/04/2016,17:00:00,LUSAKA CITY AIRPOR,,24.8,0
09/04/2016,18:00:00,LUSAKA CITY AIRPOR,,20.5,0
10/04/2016,19:00:00,LUSAKA CITY AIRPOR,,19,0
11/04/2016,20:00:00,LUSAKA CITY AIRPOR,,26.5,0
12/04/2016,21:00:00,LUSAKA CITY AIRPOR,,22,0
13/04/2016,22:00:00,LUSAKA CITY AIRPOR,,23.9,0
14/04/2016,23:00:00,LUSAKA CITY AIRPOR,,25,0
15/04/2016,0:00:00,LUSAKA CITY AIRPOR,,26.6,0
16/04/2016,1:00:00,LUSAKA CITY AIRPOR,,23.4,0
17/04/2016,2:00:00,LUSAKA CITY AIRPOR,,25,0
18/04/2016,3:00:00,LUSAKA CITY AIRPOR,,27,0
19/04/2016,4:00:00,LUSAKA CITY AIRPOR,,27.9,0
20/04/2016,5:00:00,LUSAKA CITY AIRPOR,,28.8,0
21/04/2016,6:00:00,LUSAKA CITY AIRPOR,,27,0
22/04/2016,7:00:00,LUSAKA CITY AIRPOR,,28,0
23/04/2016,8:00:00,LUSAKA CITY AIRPOR,,28,0
24/04/2016,9:00:00,LUSAKA CITY AIRPOR,,28.5,0
25/04/2016,10:00:00,LUSAKA CITY AIRPOR,,27.5,0
26/04/2016,11:00:00,LUSAKA CITY AIRPOR,,24.5,0
27/04/2016,12:00:00,LUSAKA CITY AIRPOR,,25.9,0
28/04/2016,13:00:00,LUSAKA CITY AIRPOR,,25.1,0
29/04/2016,14:00:00,LUSAKA CITY AIRPOR,,26,0
30/04/2016,15:00:00,LUSAKA CITY AIRPOR,,27,0
01/05/2016,16:00:00,LUSAKA CITY AIRPOR,52,29.5,0
02/05/2016,17:00:00,LUSAKA CITY AIRPOR,56,27.9,0
03/05/2016,18:00:00,LUSAKA CITY AIRPOR,61,24.9,0
04/05/2016,19:00:00,LUSAKA CITY AIRPOR,62,26.5,0
05/05/2016,20:00:00,LUSAKA CITY AIRPOR,71,27,0
06/05/2016,21:00:00,LUSAKA CITY AIRPOR,65,23,0
07/05/2016,22:00:00,LUSAKA CITY AIRPOR,63,24.5,0
08/05/2016,23:00:00,LUSAKA CITY AIRPOR,72,24.5,0
09/05/2016,0:00:00,LUSAKA CITY AIRPOR,73,23.2,0
10/05/2016,1:00:00,LUSAKA CITY AIRPOR,65,23,0
11/05/2016,2:00:00,LUSAKA CITY AIRPOR,65,21.5,0
12/05/2016,3:00:00,LUSAKA CITY AIRPOR,70,23,0
13/05/2016,4:00:00,LUSAKA CITY AIRPOR,65,24.9,0
14/05/2016,5:00:00,LUSAKA CITY AIRPOR,60,25,0
15/05/2016,6:00:00,LUSAKA CITY AIRPOR,53,26.7,0
16/05/2016,7:00:00,LUSAKA CITY AIRPOR,50,25,0
17/05/2016,8:00:00,LUSAKA CITY AIRPOR,53,26.5,0
18/05/2016,9:00:00,LUSAKA CITY AIRPOR,64,25.1,0
19/05/2016,10:00:00,LUSAKA CITY AIRPOR,66,24,0
20/05/2016,11:00:00,LUSAKA CITY AIRPOR,55,22.3,0
21/05/2016,12:00:00,LUSAKA CITY AIRPOR,57,22.5,0
22/05/2016,13:00:00,LUSAKA CITY AIRPOR,60,20,0
23/05/2016,14:00:00,LUSAKA CITY AIRPOR,60,21,0
24/05/2016,15:00:00,LUSAKA CITY AIRPOR,62,22,0
25/05/2016,16:00:00,LUSAKA CITY AIRPOR,55,23.9,0
26/05/2016,17:00:00,LUSAKA CITY AIRPOR,54,24.1,0
27/05/2016,18:00:00,LUSAKA CITY AIRPOR,54,23.6,0
28/05/2016,19:00:00,LUSAKA CITY AIRPOR,60,22,0
29/05/2016,20:00:00,LUSAKA CITY AIRPOR,57,23.5,0
30/05/2016,21:00:00,LUSAKA CITY AIRPOR,56,23.2,0
31/05/2016,22:00:00,LUSAKA CITY AIRPOR,56,23.9,0
01/06/2016,23:00:00,LUSAKA CITY AIRPOR,66,23.5,0
02/06/2016,0:00:00,LUSAKA CITY AIRPOR,64,22.9,0
03/06/2016,1:00:00,LUSAKA CITY AIRPOR,59,23.2,0
04/06/2016,2:00:00,LUSAKA CITY AIRPOR,61,24,0
05/06/2016,3:00:00,LUSAKA CITY AIRPOR,53,24,0
06/06/2016,4:00:00,LUSAKA CITY AIRPOR,69,25.1,0
07/06/2016,5:00:00,LUSAKA CITY AIRPOR,72,21.1,0
08/06/2016,6:00:00,LUSAKA CITY AIRPOR,59,22.7,0
09/06/2016,7:00:00,LUSAKA CITY AIRPOR,62,21.7,0
10/06/2016,8:00:00,LUSAKA CITY AIRPOR,62,22.5,0
11/06/2016,9:00:00,LUSAKA CITY AIRPOR,65,22.5,0
12/06/2016,10:00:00,LUSAKA CITY AIRPOR,57,24,0
13/06/2016,11:00:00,LUSAKA CITY AIRPOR,62,22.5,0
14/06/2016,12:00:00,LUSAKA CITY AIRPOR,62,18.1,0
15/06/2016,13:00:00,LUSAKA CITY AIRPOR,59,21.1,0
16/06/2016,14:00:00,LUSAKA CITY AIRPOR,56,23.1,0
17/06/2016,15:00:00,LUSAKA CITY AIRPOR,49,24.6,0
18/06/2016,16:00:00,LUSAKA CITY AIRPOR,50,25.9,0
19/06/2016,17:00:00,LUSAKA CITY AIRPOR,58,24.3,0
20/06/2016,18:00:00,LUSAKA CITY AIRPOR,62,24.2,0
21/06/2016,19:00:00,LUSAKA CITY AIRPOR,63,24.6,0
22/06/2016,20:00:00,LUSAKA CITY AIRPOR,60,25,0
23/06/2016,21:00:00,LUSAKA CITY AIRPOR,57,24,0
24/06/2016,22:00:00,LUSAKA CITY AIRPOR,49,21.6,0
25/06/2016,23:00:00,LUSAKA CITY AIRPOR,59,21.5,0
26/06/2016,0:00:00,LUSAKA CITY AIRPOR,62,20.4,0
27/06/2016,1:00:00,LUSAKA CITY AIRPOR,59,21.6,0
28/06/2016,2:00:00,LUSAKA CITY AIRPOR,53,22.9,0
29/06/2016,3:00:00,LUSAKA CITY AIRPOR,48,25,0
30/06/2016,4:00:00,LUSAKA CITY AIRPOR,44,25.3,0
01/08/2016,5:00:00,LUSAKA CITY AIRPOR,,27.6,0
02/08/2016,6:00:00,LUSAKA CITY AIRPOR,,28.6,0
03/08/2016,7:00:00,LUSAKA CITY AIRPOR,,28,0
04/08/2016,8:00:00,LUSAKA CITY AIRPOR,,27,0
05/08/2016,9:00:00,LUSAKA CITY AIRPOR,,27.3,0
06/08/2016,10:00:00,LUSAKA CITY AIRPOR,,25.9,0
07/08/2016,11:00:00,LUSAKA CITY AIRPOR,,26.5,0
08/08/2016,12:00:00,LUSAKA CITY AIRPOR,,26.5,0
09/08/2016,13:00:00,LUSAKA CITY AIRPOR,,24,0
10/08/2016,14:00:00,LUSAKA CITY AIRPOR,,26.5,0
11/08/2016,15:00:00,LUSAKA CITY AIRPOR,,27.3,0
12/08/2016,16:00:00,LUSAKA CITY AIRPOR,,25.3,0
13/08/2016,17:00:00,LUSAKA CITY AIRPOR,,24.8,0
14/08/2016,18:00:00,LUSAKA CITY AIRPOR,,25.5,0
15/08/2016,19:00:00,LUSAKA CITY AIRPOR,,27,0
16/08/2016,20:00:00,LUSAKA CITY AIRPOR,,27.4,0
17/08/2016,21:00:00,LUSAKA CITY AIRPOR,,25.1,0
18/08/2016,22:00:00,LUSAKA CITY AIRPOR,,25.1,0
19/08/2016,23:00:00,LUSAKA CITY AIRPOR,,24.8,0
20/08/2016,0:00:00,LUSAKA CITY AIRPOR,,26.5,0
21/08/2016,1:00:00,LUSAKA CITY AIRPOR,,28,0
22/08/2016,2:00:00,LUSAKA CITY AIRPOR,,30,0
23/08/2016,3:00:00,LUSAKA CITY AIRPOR,,29,0
24/08/2016,4:00:00,LUSAKA CITY AIRPOR,,30.2,0
25/08/2016,5:00:00,LUSAKA CITY AIRPOR,,23.7,0
26/08/2016,6:00:00,LUSAKA CITY AIRPOR,,25.9,0
27/08/2016,7:00:00,LUSAKA CITY AIRPOR,,26,0
28/08/2016,8:00:00,LUSAKA CITY AIRPOR,,25.8,0
29/08/2016,9:00:00,LUSAKA CITY AIRPOR,,26.1,0
30/08/2016,10:00:00,LUSAKA CITY AIRPOR,,25.2,0
31/08/2016,11:00:00,LUSAKA CITY AIRPOR,,27.6,0
01/09/2016,12:00:00,LUSAKA CITY AIRPOR,,27,
02/09/2016,13:00:00,LUSAKA CITY AIRPOR,,25.1,
03/09/2016,14:00:00,LUSAKA CITY AIRPOR,,27,
04/09/2016,15:00:00,LUSAKA CITY AIRPOR,,26.7,
05/09/2016,16:00:00,LUSAKA CITY AIRPOR,,28.1,
06/09/2016,17:00:00,LUSAKA CITY AIRPOR,,30,
07/09/2016,18:00:00,LUSAKA CITY AIRPOR,,27.6,
08/09/2016,19:00:00,LUSAKA CITY AIRPOR,,30.9,
09/09/2016,20:00:00,LUSAKA CITY AIRPOR,,30.5,
10/09/2016,21:00:00,LUSAKA CITY AIRPOR,,31.3,
11/09/2016,22:00:00,LUSAKA CITY AIRPOR,,29.1,
12/09/2016,23:00:00,LUSAKA CITY AIRPOR,,30,
13/09/2016,0:00:00,LUSAKA CITY AIRPOR,,29.6,
14/09/2016,1:00:00,LUSAKA CITY AIRPOR,,30,
15/09/2016,2:00:00,LUSAKA CITY AIRPOR,,30.2,
16/09/2016,3:00:00,LUSAKA CITY AIRPOR,,30.5,
17/09/2016,4:00:00,LUSAKA CITY AIRPOR,,31,
18/09/2016,5:00:00,LUSAKA CITY AIRPOR,,33.2,
19/09/2016,6:00:00,LUSAKA CITY AIRPOR,,33.1,
20/09/2016,7:00:00,LUSAKA CITY AIRPOR,,31,
21/09/2016,8:00:00,LUSAKA CITY AIRPOR,,31,
22/09/2016,9:00:00,LUSAKA CITY AIRPOR,,29.7,
23/09/2016,10:00:00,LUSAKA CITY AIRPOR,,30.6,
24/09/2016,11:00:00,LUSAKA CITY AIRPOR,,31.5,
25/09/2016,12:00:00,LUSAKA CITY AIRPOR,,31.3,
26/09/2016,13:00:00,LUSAKA CITY AIRPOR,,33.1,
27/09/2016,14:00:00,LUSAKA CITY AIRPOR,,31.9,
28/09/2016,15:00:00,LUSAKA CITY AIRPOR,,30.3,
29/09/2016,16:00:00,LUSAKA CITY AIRPOR,,30.9,
30/09/2016,17:00:00,LUSAKA CITY AIRPOR,,33.2,
01/10/2016,18:00:00,LUSAKA CITY AIRPOR,,32.5,0
02/10/2016,19:00:00,LUSAKA CITY AIRPOR,,33.3,0
03/10/2016,20:00:00,LUSAKA CITY AIRPOR,,33.6,0
04/10/2016,21:00:00,LUSAKA CITY AIRPOR,,28.1,10
05/10/2016,22:00:00,LUSAKA CITY AIRPOR,,27.7,0
06/10/2016,23:00:00,LUSAKA CITY AIRPOR,,29.1,0
07/10/2016,0:00:00,LUSAKA CITY AIRPOR,,29.1,0
08/10/2016,1:00:00,LUSAKA CITY AIRPOR,,33.8,0
09/10/2016,2:00:00,LUSAKA CITY AIRPOR,,34.2,0
10/10/2016,3:00:00,LUSAKA CITY AIRPOR,,33.6,0
11/10/2016,4:00:00,LUSAKA CITY AIRPOR,,34.1,0
12/10/2016,5:00:00,LUSAKA CITY AIRPOR,,33.2,0
13/10/2016,6:00:00,LUSAKA CITY AIRPOR,,34.2,0
14/10/2016,7:00:00,LUSAKA CITY AIRPOR,,34,0
15/10/2016,8:00:00,LUSAKA CITY AIRPOR,,31.9,0
16/10/2016,9:00:00,LUSAKA CITY AIRPOR,,32.1,0
17/10/2016,10:00:00,LUSAKA CITY AIRPOR,,33.6,0
18/10/2016,11:00:00,LUSAKA CITY AIRPOR,,35.8,0
19/10/2016,12:00:00,LUSAKA CITY AIRPOR,,34.6,0
20/10/2016,13:00:00,LUSAKA CITY AIRPOR,,31.2,0
21/10/2016,14:00:00,LUSAKA CITY AIRPOR,,31,0
22/10/2016,15:00:00,LUSAKA CITY AIRPOR,,32.1,0
23/10/2016,16:00:00,LUSAKA CITY AIRPOR,,34.9,0
24/10/2016,17:00:00,LUSAKA CITY AIRPOR,,34.4,0
25/10/2016,18:00:00,LUSAKA CITY AIRPOR,,33.9,0
26/10/2016,19:00:00,LUSAKA CITY AIRPOR,,33.9,0
27/10/2016,20:00:00,LUSAKA CITY AIRPOR,,33.9,0
28/10/2016,21:00:00,LUSAKA CITY AIRPOR,,34,0
29/10/2016,22:00:00,LUSAKA CITY AIRPOR,,33,0
30/10/2016,23:00:00,LUSAKA CITY AIRPOR,,33.9,0
31/10/2016,0:00:00,LUSAKA CITY AIRPOR,,34.6,0
01/11/2016,1:00:00,LUSAKA CITY AIRPOR,,35,0
02/11/2016,2:00:00,LUSAKA CITY AIRPOR,,35.6,0
03/11/2016,3:00:00,LUSAKA CITY AIRPOR,,34.2,0
04/11/2016,4:00:00,LUSAKA CITY AIRPOR,,32.3,0
05/11/2016,5:00:00,LUSAKA CITY AIRPOR,,32.6,0
06/11/2016,6:00:00,LUSAKA CITY AIRPOR,,31.9,0
07/11/2016,7:00:00,LUSAKA CITY AIRPOR,,34.6,0
08/11/2016,8:00:00,LUSAKA CITY AIRPOR,,37.2,0
09/11/2016,9:00:00,LUSAKA CITY AIRPOR,,32.2,0
10/11/2016,10:00:00,LUSAKA CITY AIRPOR,,34,2.1
11/11/2016,11:00:00,LUSAKA CITY AIRPOR,,34.5,5.3
12/11/2016,12:00:00,LUSAKA CITY AIRPOR,,34.1,1.9
13/11/2016,13:00:00,LUSAKA CITY AIRPOR,,34,8.6
14/11/2016,14:00:00,LUSAKA CITY AIRPOR,,33.2,0
15/11/2016,15:00:00,LUSAKA CITY AIRPOR,,,0
16/11/2016,16:00:00,LUSAKA CITY AIRPOR,,30,0
17/11/2016,17:00:00,LUSAKA CITY AIRPOR,,29.1,0
18/11/2016,18:00:00,LUSAKA CITY AIRPOR,,32.4,1.1
19/11/2016,19:00:00,LUSAKA CITY AIRPOR,,32.4,0
20/11/2016,20:00:00,LUSAKA CITY AIRPOR,,33,15.1
21/11/2016,21:00:00,LUSAKA CITY AIRPOR,,25.1,0.6
22/11/2016,22:00:00,LUSAKA CITY AIRPOR,,26.9,0
23/11/2016,23:00:00,LUSAKA CITY AIRPOR,,30.6,2
24/11/2016,0:00:00,LUSAKA CITY AIRPOR,,30.6,1.4
25/11/2016,1:00:00,LUSAKA CITY AIRPOR,,30.5,19.8
26/11/2016,2:00:00,LUSAKA CITY AIRPOR,,28.6,36
27/11/2016,3:00:00,LUSAKA CITY AIRPOR,,20.6,16.1
28/11/2016,4:00:00,LUSAKA CITY AIRPOR,,26.2,4.1
29/11/2016,5:00:00,LUSAKA CITY AIRPOR,,23.8,0
30/11/2016,6:00:00,LUSAKA CITY AIRPOR,,28.8,0
01/12/2016,7:00:00,LUSAKA CITY AIRPOR,50,29,0
02/12/2016,8:00:00,LUSAKA CITY AIRPOR,45,31.1,0
03/12/2016,9:00:00,LUSAKA CITY AIRPOR,53,32,0.4
04/12/2016,10:00:00,LUSAKA CITY AIRPOR,42,31.6,0
05/12/2016,11:00:00,LUSAKA CITY AIRPOR,60,31.6,3.5
06/12/2016,12:00:00,LUSAKA CITY AIRPOR,66,28.1,0
07/12/2016,13:00:00,LUSAKA CITY AIRPOR,52,27.1,0
08/12/2016,14:00:00,LUSAKA CITY AIRPOR,74,35,7.8
09/12/2016,15:00:00,LUSAKA CITY AIRPOR,80,35,3.5
10/12/2016,16:00:00,LUSAKA CITY AIRPOR,61,25.6,0
11/12/2016,17:00:00,LUSAKA CITY AIRPOR,70,28,0
12/12/2016,18:00:00,LUSAKA CITY AIRPOR,86,30.5,8.1
13/12/2016,19:00:00,LUSAKA CITY AIRPOR,89,25,26.6
14/12/2016,20:00:00,LUSAKA CITY AIRPOR,75,23.8,2.1
15/12/2016,21:00:00,LUSAKA CITY AIRPOR,74,27.8,0
16/12/2016,22:00:00,LUSAKA CITY AIRPOR,80,27,4.9
17/12/2016,23:00:00,LUSAKA CITY AIRPOR,86,27,106.2
18/12/2016,0:00:00,LUSAKA CITY AIRPOR,81,26.2,1.1
19/12/2016,1:00:00,LUSAKA CITY AIRPOR,77,26.4,4.2
20/12/2016,2:00:00,LUSAKA CITY AIRPOR,83,27,9.7
21/12/2016,3:00:00,LUSAKA CITY AIRPOR,72,25.4,4.6
22/12/2016,4:00:00,LUSAKA CITY AIRPOR,62,26.1,0
23/12/2016,5:00:00,LUSAKA CITY AIRPOR,60,31,0
24/12/2016,6:00:00,LUSAKA CITY AIRPOR,62,,0
25/12/2016,7:00:00,LUSAKA CITY AIRPOR,66,,17.1
26/12/2016,8:00:00,LUSAKA CITY AIRPOR,74,29.5,0
27/12/2016,9:00:00,LUSAKA CITY AIRPOR,71,25.2,0
28/12/2016,10:00:00,LUSAKA CITY AIRPOR,54,27.2,19.6
29/12/2016,11:00:00,LUSAKA CITY AIRPOR,69,28.4,0
30/12/2016,12:00:00,LUSAKA CITY AIRPOR,88,25.2,6.6
31/12/2016,13:00:00,LUSAKA CITY AIRPOR,73,25,0.7
01/01/2017,14:00:00,LUSAKA CITY AIRPOR,74,26,9.7
02/01/2017,15:00:00,LUSAKA CITY AIRPOR,73,25.8,1
03/01/2017,16:00:00,LUSAKA CITY AIRPOR,79,25.6,16.9
04/01/2017,17:00:00,LUSAKA CITY AIRPOR,73,26,0.7
05/01/2017,18:00:00,LUSAKA CITY AIRPOR,86,26.9,0
06/01/2017,19:00:00,LUSAKA CITY AIRPOR,78,25.7,0
07/01/2017,20:00:00,LUSAKA CITY AIRPOR,79,22,1.7
08/01/2017,21:00:00,LUSAKA CITY AIRPOR,80,26.1,4.7
09/01/2017,22:00:00,LUSAKA CITY AIRPOR,86,26.4,0.7
10/01/2017,23:00:00,LUSAKA CITY AIRPOR,81,23.9,0
11/01/2017,0:00:00,LUSAKA CITY AIRPOR,78,23.9,3.6
12/01/2017,1:00:00,LUSAKA CITY AIRPOR,82,27,0
13/01/2017,2:00:00,LUSAKA CITY AIRPOR,86,24.9,7.8
14/01/2017,3:00:00,LUSAKA CITY AIRPOR,78,26,32.4
15/01/2017,4:00:00,LUSAKA CITY AIRPOR,89,26.6,4.1
16/01/2017,5:00:00,LUSAKA CITY AIRPOR,71,23.1,0
17/01/2017,6:00:00,LUSAKA CITY AIRPOR,82,26.3,7.7
18/01/2017,7:00:00,LUSAKA CITY AIRPOR,85,25.8,21.9
19/01/2017,8:00:00,LUSAKA CITY AIRPOR,87,20.4,4.3
20/01/2017,9:00:00,LUSAKA CITY AIRPOR,79,21.4,13.6
21/01/2017,10:00:00,LUSAKA CITY AIRPOR,82,25.5,92.6
22/01/2017,11:00:00,LUSAKA CITY AIRPOR,82,26.6,0.5
23/01/2017,12:00:00,LUSAKA CITY AIRPOR,75,23.6,0.7
24/01/2017,13:00:00,LUSAKA CITY AIRPOR,75,26.3,0.7
25/01/2017,14:00:00,LUSAKA CITY AIRPOR,43,26.3,8
26/01/2017,15:00:00,LUSAKA CITY AIRPOR,73,29.1,1.5
27/01/2017,16:00:00,LUSAKA CITY AIRPOR,71,27,8.2
28/01/2017,17:00:00,LUSAKA CITY AIRPOR,74,27.8,2
29/01/2017,18:00:00,LUSAKA CITY AIRPOR,78,27.4,6.2
30/01/2017,19:00:00,LUSAKA CITY AIRPOR,76,25.6,49.9
31/01/2017,20:00:00,LUSAKA CITY AIRPOR,,28,0
01/02/2017,21:00:00,LUSAKA CITY AIRPOR,69,28.7,0
02/02/2017,22:00:00,LUSAKA CITY AIRPOR,79,27.5,40.7
03/02/2017,23:00:00,LUSAKA CITY AIRPOR,85,27.2,11.1
04/02/2017,0:00:00,LUSAKA CITY AIRPOR,82,25.4,11
05/02/2017,1:00:00,LUSAKA CITY AIRPOR,80,25.1,46.9
06/02/2017,2:00:00,LUSAKA CITY AIRPOR,90,28.5,20.6
07/02/2017,3:00:00,LUSAKA CITY AIRPOR,83,25.7,5.2
08/02/2017,4:00:00,LUSAKA CITY AIRPOR,77,25,0
09/02/2017,5:00:00,LUSAKA CITY AIRPOR,81,29.1,1.5
10/02/2017,6:00:00,LUSAKA CITY AIRPOR,68,20,0
11/02/2017,7:00:00,LUSAKA CITY AIRPOR,65,26.8,0
12/02/2017,8:00:00,LUSAKA CITY AIRPOR,70,28.1,0
13/02/2017,9:00:00,LUSAKA CITY AIRPOR,71,28.1,0
14/02/2017,10:00:00,LUSAKA CITY AIRPOR,70,27.7,0
15/02/2017,11:00:00,LUSAKA CITY AIRPOR,73,27.8,0.3
16/02/2017,12:00:00,LUSAKA CITY AIRPOR,76,27.6,10.3
17/02/2017,13:00:00,LUSAKA CITY AIRPOR,85,26.8,8.5
18/02/2017,14:00:00,LUSAKA CITY AIRPOR,75,25.3,1.6
19/02/2017,15:00:00,LUSAKA CITY AIRPOR,66,28.5,0
20/02/2017,16:00:00,LUSAKA CITY AIRPOR,81,27.2,42.5
21/02/2017,17:00:00,LUSAKA CITY AIRPOR,78,26.4,42.5
22/02/2017,18:00:00,LUSAKA CITY AIRPOR,81,26,0.8
23/02/2017,19:00:00,LUSAKA CITY AIRPOR,82,26,19.8
24/02/2017,20:00:00,LUSAKA CITY AIRPOR,86,24.4,1.8
25/02/2017,21:00:00,LUSAKA CITY AIRPOR,83,24.9,1.4
26/02/2017,22:00:00,LUSAKA CITY AIRPOR,70,25.6,6.1
27/02/2017,23:00:00,LUSAKA CITY AIRPOR,75,26.4,0.3
28/02/2017,0:00:00,LUSAKA CITY AIRPOR,75,26.8,0
01/03/2017,1:00:00,LUSAKA CITY AIRPOR,85,25.2,7.1
02/03/2017,2:00:00,LUSAKA CITY AIRPOR,81,26.1,0
03/03/2017,3:00:00,LUSAKA CITY AIRPOR,81,25.8,12.2
04/03/2017,4:00:00,LUSAKA CITY AIRPOR,83,25.2,0
05/03/2017,5:00:00,LUSAKA CITY AIRPOR,75,26.6,0
06/03/2017,6:00:00,LUSAKA CITY AIRPOR,77,27.1,0
07/03/2017,7:00:00,LUSAKA CITY AIRPOR,76,27,0
08/03/2017,8:00:00,LUSAKA CITY AIRPOR,70,27.4,0
09/03/2017,9:00:00,LUSAKA CITY AIRPOR,78,27,44.3
10/03/2017,10:00:00,LUSAKA CITY AIRPOR,80,27,3.7
11/03/2017,11:00:00,LUSAKA CITY AIRPOR,81,26.5,0
12/03/2017,12:00:00,LUSAKA CITY AIRPOR,77,26.8,0
13/03/2017,13:00:00,LUSAKA CITY AIRPOR,80,25,0
14/03/2017,14:00:00,LUSAKA CITY AIRPOR,68,24.9,0
15/03/2017,15:00:00,LUSAKA CITY AIRPOR,59,25.8,0
16/03/2017,16:00:00,LUSAKA CITY AIRPOR,57,27.7,0
17/03/2017,17:00:00,LUSAKA CITY AIRPOR,58,27.6,0
18/03/2017,18:00:00,LUSAKA CITY AIRPOR,62,29.1,0
19/03/2017,19:00:00,LUSAKA CITY AIRPOR,58,27.1,0
20/03/2017,20:00:00,LUSAKA CITY AIRPOR,65,26.9,0.2
21/03/2017,21:00:00,LUSAKA CITY AIRPOR,85,26,0.8
22/03/2017,22:00:00,LUSAKA CITY AIRPOR,77,24.5,0
23/03/2017,23:00:00,LUSAKA CITY AIRPOR,79,27.2,0.1
24/03/2017,0:00:00,LUSAKA CITY AIRPOR,76,25.6,0
25/03/2017,1:00:00,LUSAKA CITY AIRPOR,74,27.3,0
26/03/2017,2:00:00,LUSAKA CITY AIRPOR,74,28.9,1.5
27/03/2017,3:00:00,LUSAKA CITY AIRPOR,71,24.7,0
28/03/2017,4:00:00,LUSAKA CITY AIRPOR,63,25.6,0
29/03/2017,5:00:00,LUSAKA CITY AIRPOR,67,26.1,0
30/03/2017,6:00:00,LUSAKA CITY AIRPOR,62,26.1,0
31/03/2017,7:00:00,LUSAKA CITY AIRPOR,68,24,0
01/04/2017,8:00:00,LUSAKA CITY AIRPOR,64,25,0
02/04/2017,9:00:00,LUSAKA CITY AIRPOR,64,30.8,0
03/04/2017,10:00:00,LUSAKA CITY AIRPOR,56,26,0
04/04/2017,11:00:00,LUSAKA CITY AIRPOR,71,28.5,0
05/04/2017,12:00:00,LUSAKA CITY AIRPOR,75,25.5,0
06/04/2017,13:00:00,LUSAKA CITY AIRPOR,72,26,1.2
07/04/2017,14:00:00,LUSAKA CITY AIRPOR,73,25.9,0
08/04/2017,15:00:00,LUSAKA CITY AIRPOR,73,26.2,0
09/04/2017,16:00:00,LUSAKA CITY AIRPOR,68,26,0
10/04/2017,17:00:00,LUSAKA CITY AIRPOR,61,26,0
11/04/2017,18:00:00,LUSAKA CITY AIRPOR,66,25.5,0
12/04/2017,19:00:00,LUSAKA CITY AIRPOR,61,26.9,0
13/04/2017,20:00:00,LUSAKA CITY AIRPOR,63,26.9,0
14/04/2017,21:00:00,LUSAKA CITY AIRPOR,59,29.6,5.1
15/04/2017,22:00:00,LUSAKA CITY AIRPOR,84,29.2,2.2
16/04/2017,23:00:00,LUSAKA CITY AIRPOR,73,27.7,0
17/04/2017,0:00:00,LUSAKA CITY AIRPOR,64,25.5,0
18/04/2017,1:00:00,LUSAKA CITY AIRPOR,68,24.6,0
19/04/2017,2:00:00,LUSAKA CITY AIRPOR,71,24.3,0
20/04/2017,3:00:00,LUSAKA CITY AIRPOR,71,25.1,0
21/04/2017,4:00:00,LUSAKA CITY AIRPOR,69,25,0
22/04/2017,5:00:00,LUSAKA CITY AIRPOR,67,24,0
23/04/2017,6:00:00,LUSAKA CITY AIRPOR,67,25,5.2
24/04/2017,7:00:00,LUSAKA CITY AIRPOR,85,24.6,12.3
25/04/2017,8:00:00,LUSAKA CITY AIRPOR,92,23,0
26/04/2017,9:00:00,LUSAKA CITY AIRPOR,79,20.1,0
27/04/2017,10:00:00,LUSAKA CITY AIRPOR,79,19.4,0
28/04/2017,11:00:00,LUSAKA CITY AIRPOR,71,22,0
29/04/2017,12:00:00,LUSAKA CITY AIRPOR,65,23.2,0
30/04/2017,13:00:00,LUSAKA CITY AIRPOR,58,24,0
01/05/2017,14:00:00,LUSAKA CITY AIRPOR,63,24.5,0
02/05/2017,15:00:00,LUSAKA CITY AIRPOR,71,23.8,0
03/05/2017,16:00:00,LUSAKA CITY AIRPOR,71,22.4,0
04/05/2017,17:00:00,LUSAKA CITY AIRPOR,66,24.1,0
05/05/2017,18:00:00,LUSAKA CITY AIRPOR,65,25.1,0
06/05/2017,19:00:00,LUSAKA CITY AIRPOR,55,26.4,0
07/05/2017,20:00:00,LUSAKA CITY AIRPOR,54,26.8,0
08/05/2017,21:00:00,LUSAKA CITY AIRPOR,61,24,0
09/05/2017,22:00:00,LUSAKA CITY AIRPOR,63,25.7,0
10/05/2017,23:00:00,LUSAKA CITY AIRPOR,61,25.9,0
11/05/2017,0:00:00,LUSAKA CITY AIRPOR,57,25.1,0
12/05/2017,1:00:00,LUSAKA CITY AIRPOR,60,26,0
13/05/2017,2:00:00,LUSAKA CITY AIRPOR,65,26,7
14/05/2017,3:00:00,LUSAKA CITY AIRPOR,73,26,0
15/05/2017,4:00:00,LUSAKA CITY AIRPOR,85,24.3,0
